"","utm_x","utm_y","poverty","nightlight","water_way","elev","poverty2","soil","HK_positive","HK_examined","TT_positive","TT_examined","Asc_positive","Asc_examined","STH_positive","STH_examined","HK.prev","ASC.prev","TT.prev","prob.none","prob.atleast.one"
"2269",3881761.79526747,-1758314.49911346,0.705694489072987,0.0769277587532997,7.06989002227783,560.82568359375,89.0846671134543,5.21810812420988,2,30,0,30,2,30,4,30,6.66666666666667,6.66666666666667,0,32.1111111111111,-31.1111111111111
"2270",3903719.20860407,-1688904.29230598,0.716084808677793,0.0374458655714989,5.04713153839111,616.376708984375,89.8591252946688,11.1706538442966,0,30,0,30,0,30,0,30,0,0,0,1,0
"2271",3927394.01451684,-1779703.21225721,0.623501591129689,0.0204206164926291,0.669715881347656,817.531188964844,83.9896891801367,15.6752468696798,1,30,0,30,4,30,5,30,3.33333333333333,13.3333333333333,0,28.7777777777778,-27.7777777777778
"2272",3749477.62722454,-1545360.87652591,0.624468168569972,0.0259414296597242,16.7142772674561,1209.57507324219,85.4715531869013,4.11474767534054,0,30,0,30,2,30,2,30,0,6.66666666666667,0,-5.66666666666667,6.66666666666667
"2273",3916695.6437222,-1685620.10819225,0.721072511074799,0.0971129685640335,1.87646460533142,520.562133789062,88.682649214997,8.89657159497321,2,30,0,30,3,30,4,30,6.66666666666667,10,0,51,-50
"2274",3736139.43715718,-1585136.65091431,0.670969105888601,-0.0216142274439335,0.668602705001831,1123.73400878906,85.4675373061442,4.73317859204181,0,30,0,30,3,30,3,30,0,10,0,-9,10
"2275",3893785.89436825,-1779089.66528331,0.0493337780502031,13.0660438537598,1.58775353431702,970.588500976562,25.6551211854733,12.5838163537229,0,30,0,30,0,30,0,30,0,0,0,1,0
"2276",3918858.66603113,-1692543.98901103,0.700725433142264,0.0915013626217842,2.31962299346924,488.802612304688,87.7359205023853,5.22616857583148,1,28,0,28,0,28,1,28,3.57142857142857,0,0,-2.57142857142857,3.57142857142857
"2277",3734821.92645584,-1592381.46496098,0.692267282148421,-0.030657259747386,4.53768253326416,1164.20788574219,87.0785016951691,7.72415248502569,0,28,0,28,0,28,0,28,0,0,0,1,0
"2278",3779540.13030938,-1517761.96557073,0.477924204651493,1.67272155522369e-05,0.620680153369904,1301.99487304688,75.1385370071403,5.04853514064453,0,26,0,26,0,26,0,26,0,0,0,1,0
"2279",3923848.84384425,-1771506.81723823,0.58643153103188,0.0512673109769821,0.599159121513367,848.875549316406,80.8180232458555,10.9378812192271,0,30,0,30,0,30,0,30,0,0,0,1,0
"2280",3754954.17881725,-1575815.87347895,0.187805259255078,15.6291007995605,1.12762129306793,1085.46936035156,40.1009946506747,3.82614223936031,2,28,0,28,2,28,4,28,7.14285714285714,7.14285714285714,0,37.734693877551,-36.734693877551
"2281",3728468.54463,-1348296.55563508,0.713787730116151,0.0269886180758476,12.1931457519531,1348.56042480469,89.2229355133695,7.50972263496327,0,28,0,28,0,28,0,28,0,0,0,1,0
"2282",3759544.61167851,-1563285.04788912,0.28829182831783,3.05439257621765,0.646567225456238,1102.51904296875,40.7337597394035,4.32777382900128,0,30,0,30,0,30,0,30,0,0,0,1,0
"2283",3737347.55419491,-1379675.42079073,0.623316359887332,-0.0133785279467702,9.70703506469727,1398.97387695312,85.4672936343153,9.93512074409394,2,30,0,30,0,30,2,30,6.66666666666667,0,0,-5.66666666666667,6.66666666666667
"2284",3850732.6337996,-1763049.50193909,0.733980860340204,0.0820896402001381,0.466822534799576,367.668029785156,88.9018784366776,9.84231776076129,1,30,0,30,0,30,1,30,3.33333333333333,0,0,-2.33333333333333,3.33333333333333
"2285",3769076.42545411,-1549401.44058104,0.528337875701979,0.0948469564318657,0.907658874988556,1193.97106933594,80.0074521801706,4.751131,3,30,0,30,4,30,7,30,10,13.3333333333333,0,111,-110
"2286",3787001.44497082,-1281692.44497658,0.118727588499944,6.55980062484741,0.477409780025482,1260.25659179688,39.3247812181552,13.4882057499381,0,30,0,30,0,30,0,30,0,0,0,1,0
"2287",3916699.32839735,-1770181.54228664,0.398165935313218,0.773964047431946,1.84086418151855,1127.16198730469,72.3395793267595,8.28307107162954,0,30,0,30,0,30,0,30,0,0,0,1,0
"2288",3848824.2893349,-1733848.15363865,0.66065923855951,0.025255411863327,4.66690731048584,1170.51062011719,90.003618552363,13.893670911443,0,30,0,30,1,30,1,30,0,3.33333333333333,0,-2.33333333333333,3.33333333333333
"2289",3891936.43012182,-1790094.1370336,0.427843270555961,0.800397932529449,2.33961248397827,896.558288574219,72.3249481072256,5.23159727382157,0,30,0,30,0,30,0,30,0,0,0,1,0
"2290",3745562.28696241,-1572296.25374545,0.575985424756356,1.26825976371765,5.26471567153931,1142.14807128906,81.1058122529875,4.33896116026786,1,30,0,30,0,30,1,30,3.33333333333333,0,0,-2.33333333333333,3.33333333333333
"2291",3853789.41135704,-1734506.71455764,0.711276401731306,0.031237531453371,0.206201449036598,752.558959960938,90.6906262720705,11.0201228792963,3,27,0,27,2,27,5,27,11.1111111111111,7.40740740740741,0,64.7860082304527,-63.7860082304527
"2292",3862236.06715165,-1733882.04290742,0.701458654530684,0.0349346399307251,1.80699229240417,797.824340820312,90.8325414586207,8.65106992056397,0,30,0,30,0,30,0,30,0,0,0,1,0
"2293",3748137.74130555,-1620959.47738709,0.724021073580834,-0.00776549056172371,4.75882530212402,1229.40368652344,91.6095264408645,10.5271659223985,0,29,0,29,0,29,0,29,0,0,0,1,0
"2294",3897132.84621595,-1785448.53346484,0.0595017868558712,13.4091825485229,0.365626037120819,1082.63403320312,24.1508348722951,13.1832633156419,1,30,0,30,2,30,3,30,3.33333333333333,6.66666666666667,0,13.2222222222222,-12.2222222222222
"2295",3754606.63936699,-1595485.47721697,0.668326062391901,0.027689216658473,0.612450659275055,1136.35632324219,85.593246267847,4.06214949299942,0,30,0,30,2,30,2,30,0,6.66666666666667,0,-5.66666666666667,6.66666666666667
