"","ï..Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1_NAME","ADMIN1_CODE","ADMIN2_NAME","ADMIN2_CODE","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","HK_Perc_HighInfection","HK_Perc_ModerateInfection","Asc_examined","Asc_positive","Asc_prevalence","Asc_Perc_HighInfection","Asc_Perc_ModerateInfection","TT_examined","TT_positive","TT_prevalence","TT_Perc_HighInfection","TT_Perc_ModerateInfection","STH_examined","STH_positive","STH_prevalence","Cum_Prevalence","Quality","Dups","SN","endnote_id","Composite_IU_ID"
"1490","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Franceville","20340","Mpassa","20340","E.p.mbenguia 2","12076","13.49226","-1.6327199999999999","3",NA,NA,"2015",NA,NA,"50","0",0,NA,NA,"50","34",0.68,NA,NA,"50","38",0.76,NA,NA,"50","48",0.96,0.870943396,1,0,5400,"","AGAB0205320340"
"1491","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Franceville","20340","Mpassa","20340","E.p.mvengue","12077","13.41676","-1.6433180000000001","3",NA,NA,"2015",NA,NA,"50","0",0,NA,NA,"50","18",0.36,NA,NA,"50","13",0.26,NA,NA,"50","19",0.38,0.496603774,1,0,5399,"","AGAB0205320340"
"1492","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.odjala","12161","13.77533","-0.33672000000000002","3",NA,NA,"2015",NA,NA,"42","9",0.214285714,NA,NA,"42","18",0.428571429,NA,NA,"42","11",0.261904762,NA,NA,"42","22",0.523809524,0.630764435,1,3,5429,"","AGAB0205320344"
"1493","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.odjala","12156","13.77533","-0.33672000000000002","3",NA,NA,"2015",NA,NA,"49","9",0.183673469,NA,NA,"49","18",0.367346939,NA,NA,"49","11",0.224489796,NA,NA,NA,NA,0,0.565553404,1,3,5423,"","AGAB0205320344"
"1494","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Ngouoni","20343","LÃƒÂ©kabi -LÃƒÂ©wolo","20343","E.p.okangoville","11989","13.7318129","-1.2265508000000001","1",NA,NA,"2015",NA,NA,"12","0",0,NA,NA,"12","0",0,NA,NA,"12","0",0,NA,NA,NA,NA,0,0,1,2,5417,"","AGAB0205320343"
"1495","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.okondja b","12162","13.69774","-0.66537000000000002","3",NA,NA,"2015",NA,NA,"46","2",0.043478261,NA,NA,"46","10",0.217391304,NA,NA,"46","9",0.195652174,NA,NA,"46","13",0.282608696,0.375358028,1,3,5432,"","AGAB0205320344"
"1496","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.okondja b","12157","13.69774","-0.66537000000000002","3",NA,NA,"2015",NA,NA,"50","2",0.04,NA,NA,"50","10",0.2,NA,NA,"50","9",0.18,NA,NA,NA,NA,0,0.349283019,1,3,5430,"","AGAB0205320344"
"1497","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Akieni","20336","LÃƒÂ©coni-LÃƒÂ©kori","20336","E.p.osskama","12054","13.86914","-1.1059600000000001","3",NA,NA,"2015",NA,NA,"34","3",0.088235294,NA,NA,"34","4",0.117647059,NA,NA,"34","2",0.058823529,NA,NA,"34","7",0.205882353,0.229080337,1,3,5373,"","AGAB0205320336"
"1498","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Akieni","20336","LÃƒÂ©coni-LÃƒÂ©kori","20336","E.p.osskama","11984","13.86914","-1.1059600000000001","3",NA,NA,"2015",NA,NA,"35","3",0.085714286,NA,NA,"35","4",0.114285714,NA,NA,"35","2",0.057142857,NA,NA,NA,NA,0,0.223092579,1,3,5377,"","AGAB0205320336"
"1499","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Leconi","20341","Plateaux","20341","E.p.ossouele","12153","14.374180000000001","-1.08325","3",NA,NA,"2015",NA,NA,"20","8",0.4,NA,NA,"20","12",0.6,NA,NA,"20","16",0.8,NA,NA,"20","19",0.95,0.898113208,1,0,5403,"","AGAB0205320341"
"1500","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Bongoville","20338","Djoueri-Agnili","20338","E.p.souba","11927","14.05405","-1.58752","3",NA,NA,"2015",NA,NA,"33","2",0.060606061,NA,NA,"33","12",0.363636364,NA,NA,"33","6",0.181818182,NA,NA,"33","17",0.515151515,0.481975533,1,0,5390,"","AGAB0205320338"
"1501","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.tebe","12163","13.66638","-0.0134","3",NA,NA,"2015",NA,NA,"39","17",0.435897436,NA,NA,"39","25",0.641025641,NA,NA,"39","30",0.769230769,NA,NA,"39","35",0.897435897,0.899310953,1,3,5426,"","AGAB0205320344"
"1502","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Okondja","20344","SÃƒÂ©bÃƒÂ©-Brikolo","20344","E.p.tebe","12158","13.66638","-0.0134","3",NA,NA,"2015",NA,NA,"40","17",0.425,NA,NA,"40","25",0.625,NA,NA,"40","30",0.75,NA,NA,NA,NA,0,0.892541274,1,3,5427,"","AGAB0205320344"
"1503","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Franceville","20340","Mpassa","20340","Ecole Catholique Akou","12078","13.59352","-1.6329199999999999","3",NA,NA,"2015",NA,NA,"48","1",0.020833333,NA,NA,"48","16",0.333333333,NA,NA,"48","16",0.333333333,NA,NA,"48","22",0.458333333,0.532844165,1,0,5398,"","AGAB0205320340"
"1504","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud-Est","2053","Franceville","20340","Mpassa","20340","Ecole Catholique Saint Hilaire","12079","13.60744","-1.63293","3",NA,NA,"2015",NA,NA,"47","0",0,NA,NA,"47","6",0.127659574,NA,NA,"47","3",0.063829787,NA,NA,"47","8",0.170212766,0.172963093,1,0,5402,"","AGAB0205320340"
"1505","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Mayumba","20358","Basse Banio","20358","Ecole Catholique Sainte Therese","11896","10.65465","-3.4319799999999998","3",NA,NA,"2015",NA,NA,"48","0",0,NA,NA,"48","8",0.166666667,NA,NA,"48","4",0.083333333,NA,NA,"48","10",0.208333333,0.222746331,1,0,5503,"","AGAB0205620358"
"1506","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Omboue","20372","EtimbouÃƒÂ©","20372","Ecole Charles Ping","11947","9.2613000000000003","-1.5706199999999999","3",NA,NA,"2015",NA,NA,"50","4",0.08,NA,NA,"50","7",0.14,NA,NA,"50","7",0.14,NA,NA,NA,NA,0,0.301479245,1,2,5558,"","AGAB0205920372"
"1507","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mandji","20351","Ndolou","20351","Ecole Communale  a","12090","10.38761","-1.70394","3",NA,NA,"2015",NA,NA,"62","1",0.016129032,NA,NA,"62","6",0.096774194,NA,NA,"62","8",0.129032258,NA,NA,"62","10",0.161290323,0.213214957,1,0,5473,"","AGAB0205520351"
"1508","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mbigou","20352","Boumi-LouÃƒÂ©tsi","20352","Ecole Communale  b","11911","11.91761","-1.9105000000000001","3",NA,NA,"2015",NA,NA,"89","5",0.056179775,NA,NA,"38","23",0.605263158,NA,NA,"89","23",0.258426966,NA,NA,"89","29",0.325842697,0.682753863,1,0,5477,"","AGAB0205520352"
"1509","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Moabi","20359","Douigny","20359","Ecole Communale a","11936","10.92565842","-2.6327494740000001","3",NA,NA,"2015",NA,NA,"69","0",0,NA,NA,"69","21",0.304347826,NA,NA,"69","31",0.449275362,NA,NA,"69","37",0.536231884,0.581969065,1,2,5507,"","AGAB0205620359"
"1510","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Tchibanga","20362","Mougoutsi","20362","Ecole Communale a","12070","10.92565842","-2.6327494740000001","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","6",0.12244898,NA,NA,"49","7",0.142857143,NA,NA,"49","12",0.244897959,0.233786237,1,2,5512,"","AGAB0205620362"
"1511","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Moabi","20359","Douigny","20359","Ecole Communale b","11937","10.95137875","-2.6292","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","26",0.530612245,NA,NA,"49","28",0.571428571,NA,NA,"49","34",0.693877551,0.753616811,1,2,5506,"","AGAB0205620359"
"1512","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mbigou","20352","Boumi-LouÃƒÂ©tsi","20352","Ecole Communale b","11915","10.95137875","-2.6292","4",NA,NA,"2015",NA,NA,"89","5",0.056179775,NA,NA,"89","23",0.258426966,NA,NA,"89","23",0.258426966,NA,NA,NA,NA,0,0.453740011,1,4,5479,"","AGAB0205520352"
"1513","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Tchibanga","20362","Mougoutsi","20362","Ecole Communale b","12071","10.95137875","-2.6292","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","4",0.081632653,NA,NA,"48","5",0.104166667,NA,NA,"49","8",0.163265306,0.1672603,1,2,5511,"","AGAB0205620362"
"1514","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Tchibanga","20362","Mougoutsi","20362","Ecole Communale c","12072","11.00353","-2.9163600000000001","3",NA,NA,"2015",NA,NA,"42","0",0,NA,NA,"42","7",0.166666667,NA,NA,"42","3",0.071428571,NA,NA,"42","8",0.19047619,0.213387242,1,0,5515,"","AGAB0205620362"
"1515","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Tchibanga","20362","Mougoutsi","20362","Ecole Communale d","12073","10.99288","-2.9205000000000001","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","7",0.142857143,NA,NA,"49","8",0.163265306,NA,NA,"49","14",0.285714286,0.266791353,1,0,5514,"","AGAB0205620362"
"1516","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Moabi","20359","Douigny","20359","Ecole Communale De L'alliance Chretienne","11938","10.926729999999999","-2.4453399999999998","3",NA,NA,"2015",NA,NA,"50","0",0,NA,NA,"50","18",0.36,NA,NA,"50","11",0.22,NA,NA,"50","18",0.36,0.47245283,1,0,5508,"","AGAB0205620359"
"1517","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Tchibanga","20362","Mougoutsi","20362","Ecole Communale e","12074","10.984870000000001","-2.9130199999999999","3",NA,NA,"2015",NA,NA,"47","0",0,NA,NA,"47","5",0.106382979,NA,NA,"47","11",0.234042553,NA,NA,"47","13",0.276595745,0.297667347,1,0,5513,"","AGAB0205620362"
"1518","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Lebamba","20349","Louetsi-Wano","20349","Ecole De L'alliance Chretienne","12040","11.598699999999999","-2.3505099999999999","3",NA,NA,"2015",NA,NA,"48","14",0.291666667,NA,NA,"48","34",0.708333333,NA,NA,"48","39",0.8125,NA,NA,"48","43",0.895833333,0.906851906,1,0,5464,"","AGAB0205520349"
"1519","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mbigou","20352","Boumi-LouÃƒÂ©tsi","20352","Ecole De Moukama","11912","12.02605","-2.0101","3",NA,NA,"2015",NA,NA,"42","6",0.142857143,NA,NA,"42","31",0.738095238,NA,NA,"42","38",0.904761905,NA,NA,"42","39",0.928571429,0.923226433,1,3,5478,"","AGAB0205520352"
"1520","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mbigou","20352","Boumi-LouÃƒÂ©tsi","20352","Ecole De Moukama","11916","12.02605","-2.0101","3",NA,NA,"2015",NA,NA,"44","6",0.136363636,NA,NA,"44","31",0.704545455,NA,NA,"44","38",0.863636364,NA,NA,NA,NA,0,0.910570503,1,3,5476,"","AGAB0205520352"
"1521","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Est","2057","Makokou","20364","Ivindo","20364","Ecole Mohoba-Mozeve","11959","13.224159999999999","0.31775999999999999","3",NA,NA,"2015",NA,NA,"51","0",0,NA,NA,"51","40",0.784313725,NA,NA,"51","31",0.607843137,NA,NA,"51","45",0.882352941,0.863601082,1,0,5525,"","AGAB0205720364"
"1522","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Lastourville","20369","Mulundu","20369","Ecole Priv. Cath Mikouyi","12080","12.66614","-0.88402000000000003","3",NA,NA,"2015",NA,NA,"42","0",0,NA,NA,"42","3",0.071428571,NA,NA,"42","6",0.142857143,NA,NA,"42","8",0.19047619,0.192529842,1,0,5546,"","AGAB0205820369"
"1523","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Moabi","20359","Douigny","20359","Ecole Privee Catholique Saint Kisito","11939","10.913460000000001","-2.4460000000000002","3",NA,NA,"2015",NA,NA,"48","0",0,NA,NA,"48","18",0.375,NA,NA,"48","15",0.3125,NA,NA,"48","24",0.5,0.53803066,1,0,5505,"","AGAB0205620359"
"1524","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Gamba","20371","Ndougou","20371","Ecole Privee Vie Comblee","12095","11.5","-2.2669385000000002","1",NA,NA,"2015",NA,NA,"41","0",0,NA,NA,"41","0",0,NA,NA,"41","9",0.219512195,NA,NA,"41","9",0.219512195,0.219512195,1,0,5556,"","AGAB0205920371"
"1525","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Est","2057","Makokou","20364","Ivindo","20364","Ecole Protestante De Mbess","103059","12.687670000000001","0.0","4",NA,NA,"2015","7","0","25","1",0.04,NA,NA,"25","7",0.28,NA,NA,"25","3",0.12,NA,NA,"25","8",0.32,0.369569811,1,2,667,"","AGAB0205720364"
"1526","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Gamba","20371","Ndougou","20371","Ecole Pub Augustin Mayilas","12096","10.03172","-2.7221500000000001","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","8",0.163265306,NA,NA,"49","14",0.285714286,NA,NA,"49","18",0.367346939,0.379558832,1,0,5554,"","AGAB0205920371"
"1527","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Iboundji","20367","OffouÃƒÂ© Onoye","20367","Ecole Pub Boundji Mandji","12115","11.893370000000001","-1.00027","3",NA,NA,"2015",NA,NA,"45","0",0,NA,NA,"45","28",0.622222222,NA,NA,"45","20",0.444444444,NA,NA,"45","37",0.822222222,0.745399488,1,2,5537,"","AGAB0205820367"
"1528","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Pana","20370","Lombo Bouenguidi","20370","Ecole Pub Com Pana","12020","12.62921","-1.6688099999999999","3",NA,NA,"2015",NA,NA,"109","0",0,NA,NA,"109","44",0.403669725,NA,NA,"109","12",0.110091743,NA,NA,"109","50",0.458715596,0.442755438,1,0,5551,"","AGAB0205820370"
"1529","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Gamba","20371","Ndougou","20371","Ecole Pub Com Plaine 5","12097","10.02098","-2.7270699999999999","3",NA,NA,"2015",NA,NA,"47","0",0,NA,NA,"47","13",0.276595745,NA,NA,"47","17",0.361702128,NA,NA,"47","22",0.468085106,0.507785475,1,0,5555,"","AGAB0205920371"
"1530","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Iboundji","20367","OffouÃƒÂ© Onoye","20367","Ecole Pub D'iboundji","12116","11.82352","-1.2223599999999999","4",NA,NA,"2015",NA,NA,"116","0",0,NA,NA,"116","76",0.655172414,NA,NA,"116","66",0.568965517,NA,NA,"116","91",0.784482759,0.803176811,1,2,5532,"","AGAB0205820367"
"1531","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Koulamoutou","20368","Lolo-Bouenguidi","20368","Ecole Pub De Koungou","12016","12.476369999999999","-1.1435999999999999","3",NA,NA,"2015",NA,NA,"108","1",0.009259259,NA,NA,"108","8",0.074074074,NA,NA,"108","11",0.101851852,NA,NA,"108","19",0.175925926,0.166114639,1,0,5540,"","AGAB0205820368"
"1532","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Lastourville","20369","Mulundu","20369","Ecole Pub De Matsatsa","12081","12.99685","-1.2410600000000001","3",NA,NA,"2015",NA,NA,"25","0",0,NA,NA,"25","4",0.16,NA,NA,"25","5",0.2,NA,NA,"25","7",0.28,0.309433962,1,0,5543,"","AGAB0205820369"
"1533","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Lastourville","20369","Mulundu","20369","Ecole Pub De Mouanandzokou","12082","12.7263","-0.81869999999999998","3",NA,NA,"2015",NA,NA,"85","0",0,NA,NA,"85","5",0.058823529,NA,NA,"85","5",0.058823529,NA,NA,"85","8",0.094117647,0.107723445,1,0,5547,"","AGAB0205820369"
"1534","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Iboundji","20367","OffouÃƒÂ© Onoye","20367","Ecole Pub De Moudouma","12117","12.0077","-1.4186399999999999","4",NA,NA,"2015",NA,NA,"28","0",0,NA,NA,"28","18",0.642857143,NA,NA,"28","22",0.785714286,NA,NA,"28","26",0.928571429,0.871197536,1,2,5539,"","AGAB0205820367"
"1535","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Lastourville","20369","Mulundu","20369","Ecole Pub De Ndangui","12083","12.979509999999999","-0.75938000000000005","3",NA,NA,"2015",NA,NA,"57","0",0,NA,NA,"57","23",0.403508772,NA,NA,"57","16",0.280701754,NA,NA,"57","30",0.526315789,0.53862727,1,0,5545,"","AGAB0205820369"
"1536","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Gamba","20371","Ndougou","20371","Ecole Pub Gamba a","12098","10.01951","-2.72072","3",NA,NA,"2015",NA,NA,"50","0",0,NA,NA,"50","15",0.3,NA,NA,"50","12",0.24,NA,NA,"50","18",0.36,0.441509434,1,0,5557,"","AGAB0205920371"
"1537","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Maritime","2059","Gamba","20371","Ndougou","20371","Ecole Pub Gamba b","12099","10.019880000000001","-2.7200199999999999","3",NA,NA,"2015",NA,NA,"50","0",0,NA,NA,"49","5",0.102040816,NA,NA,"50","15",0.3,NA,NA,"50","18",0.36,0.350404313,1,0,5553,"","AGAB0205920371"
"1538","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Pana","20370","Lombo Bouenguidi","20370","Ecole Pub Grang Village","12022","12.65953","-1.8299700000000001","3",NA,NA,"2015",NA,NA,"17","0",0,NA,NA,"17","16",0.941176471,NA,NA,"17","13",0.764705882,NA,NA,"17","16",0.941176471,0.930338839,1,0,5548,"","AGAB0205820370"
"1539","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Koulamoutou","20368","Lolo-Bouenguidi","20368","Ecole Pub Midouma","12018","12.363759999999999","-1.4487000000000001","3",NA,NA,"2015",NA,NA,"30","4",0.133333333,NA,NA,"30","24",0.8,NA,NA,"30","27",0.9,NA,NA,"30","29",0.966666667,0.927044025,1,0,5542,"","AGAB0205820368"
"1540","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Iboundji","20367","OffouÃƒÂ© Onoye","20367","Ecole Pub Moughounda","12118","12.15147","-1.38828","3",NA,NA,"2015",NA,NA,"2","0",0,NA,NA,"2","2",1,NA,NA,"2","1",0.5,NA,NA,"2","2",1,0.943396226,1,2,5536,"","AGAB0205820367"
"1541","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Lastourville","20369","Mulundu","20369","Ecole Pub Ndekabalandji","12084","12.90692","-0.77651000000000003","3",NA,NA,"2015",NA,NA,"43","0",0,NA,NA,"43","37",0.860465116,NA,NA,"43","13",0.302325581,NA,NA,"43","37",0.860465116,0.85155668,1,0,5544,"","AGAB0205820369"
"1542","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Mayumba","20358","Basse Banio","20358","Ecole Pub. Communale \\c\\","11897","10.65798","-3.4098299999999999","3",NA,NA,"2015",NA,NA,"49","1",0.020408163,NA,NA,"49","3",0.06122449,NA,NA,"49","8",0.163265306,NA,NA,"49","10",0.204081633,0.217476129,1,0,5502,"","AGAB0205620358"
"1543","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Mayumba","20358","Basse Banio","20358","Ecole Pub. Communale a","11898","10.65075","-3.42733","3",NA,NA,"2015",NA,NA,"49","0",0,NA,NA,"49","10",0.204081633,NA,NA,"49","10",0.204081633,NA,NA,"49","18",0.367346939,0.34576788,1,0,5501,"","AGAB0205620358"
"1544","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Est","2058","Pana","20370","Lombo Bouenguidi","20370","Ecole Pub. Lemengue","12023","12.58362","-1.42025","3",NA,NA,"2015",NA,NA,"51","0",0,NA,NA,"51","22",0.431372549,NA,NA,"51","11",0.215686275,NA,NA,"51","25",0.490196078,0.522658194,1,0,5552,"","AGAB0205820370"
"1545","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mandji","20351","Ndolou","20351","Ecole Publique  De Lambarene Kili","12091","10.367749999999999","-1.55654","3",NA,NA,"2015",NA,NA,"25","2",0.08,NA,NA,"25","10",0.4,NA,NA,"25","6",0.24,NA,NA,"25","12",0.48,0.547622642,1,0,5474,"","AGAB0205520351"
"1546","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mimongo","20353","Ogoulou","20353","Ecole Publique Catholique De Moukabou","12135","11.673","-1.6230800000000001","3",NA,NA,"2015",NA,NA,"42","14",0.333333333,NA,NA,"43","23",0.534883721,NA,NA,"43","40",0.930232558,NA,NA,"43","42",0.976744186,0.922987438,1,0,5484,"","AGAB0205520353"
"1547","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Ndende","20355","Dola","20355","Ecole Publique Catolique De Doussala","11932","11.587540000000001","-2.65794","3",NA,NA,"2015",NA,NA,"41","10",0.243902439,NA,NA,"41","13",0.317073171,NA,NA,"41","18",0.43902439,NA,NA,"41","29",0.707317073,0.670127379,1,0,5495,"","AGAB0205520355"
"1548","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Mayumba","20358","Basse Banio","20358","Ecole Publique Communale b","11899","10.6585","-3.4469500000000002","3",NA,NA,"2015",NA,NA,"44","0",0,NA,NA,"44","5",0.113636364,NA,NA,"44","8",0.181818182,NA,NA,"44","10",0.227272727,0.259239046,1,0,5504,"","AGAB0205620358"
"1549","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Est","2057","Ovan","20366","Mvoung","20366","Ecole Publique Communale D'ovan Centre","12087","12.17812","0.31258000000000002","3",NA,NA,"2015",NA,NA,"79","0",0,NA,NA,"79","16",0.202531646,NA,NA,"79","17",0.215189873,NA,NA,"79","25",0.316455696,0.352961094,1,0,5530,"","AGAB0205720366"
"1550","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Sud","2056","Ndindi","20361","Haute Banio","20361","Ecole Publique Communale De Ndindi","11958","11.18102","-3.7833199999999998","3",NA,NA,"2015",NA,NA,"66","0",0,NA,NA,"66","24",0.363636364,NA,NA,"66","18",0.272727273,NA,NA,"66","33",0.5,0.506783097,1,0,5510,"","AGAB0205620361"
"1551","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Est","2057","Makokou","20364","Ivindo","20364","Ecole Publique Communale Loaloa","11961","12.82878","0.52808999999999995","3",NA,NA,"2015",NA,NA,"34","0",0,NA,NA,"34","23",0.676470588,NA,NA,"34","19",0.558823529,NA,NA,"34","26",0.764705882,0.808741921,1,0,5526,"","AGAB0205720364"
"1552","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Yetsou","20356","Mougalaba","20356","Ecole Publique D'idemba","12066","10.838419999999999","-1.86486","3",NA,NA,"2015",NA,NA,"32","1",0.03125,NA,NA,"32","9",0.28125,NA,NA,"32","8",0.25,NA,NA,"32","14",0.4375,0.450738871,1,0,5497,"","AGAB0205520356"
"1553","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Yetsou","20356","Mougalaba","20356","Ecole Publique D'ilendo","12067","10.929130000000001","-2.1236000000000002","3",NA,NA,"2015",NA,NA,"23","0",0,NA,NA,"24","20",0.833333333,NA,NA,"24","10",0.416666667,NA,NA,"24","21",0.875,0.851677149,1,0,5498,"","AGAB0205520356"
"1554","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mbigou","20352","Boumi-LouÃƒÂ©tsi","20352","Ecole Publique D'imeno Mbila","11917","11.84427","-1.6977199999999999","3",NA,NA,"2015",NA,NA,"38","7",0.184210526,NA,NA,"38","24",0.631578947,NA,NA,"38","36",0.947368421,NA,NA,NA,NA,0,0.928472988,1,2,5482,"","AGAB0205520352"
"1555","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Lebamba","20349","Louetsi-Wano","20349","Ecole Publique D'issinga","12041","11.492050000000001","-2.3326199999999999","3",NA,NA,"2015",NA,NA,"49","7",0.142857143,NA,NA,"48","39",0.8125,NA,NA,"47","38",0.808510638,NA,NA,"49","43",0.87755102,0.914363136,1,0,5463,"","AGAB0205520349"
"1556","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Mandji","20351","Ndolou","20351","Ecole Publique De Bemboudie","12092","10.38761","-1.70394","3",NA,NA,"2015",NA,NA,"22","0",0,NA,NA,"22","0",0,NA,NA,"22","3",0.136363636,NA,NA,"22","3",0.136363636,0.136363636,1,0,5471,"","AGAB0205520351"
"1557","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Ndende","20355","Dola","20355","Ecole Publique De Ferra","11933","11.298769999999999","-2.3250999999999999","3",NA,NA,"2015",NA,NA,"16","1",0.0625,NA,NA,"16","0",0,NA,NA,"16","3",0.1875,NA,NA,"16","4",0.25,0.224793632,1,0,5493,"","AGAB0205520355"
"1558","AFRO","AFRO","Middle Africa","Gabon","GAB","GA","Centre-Sud","2055","Yetsou","20356","Mougalaba","20356","Ecole Publique De Guietsou","12068","10.665710000000001","-2.1934900000000002","3",NA,NA,"2015",NA,NA,"59","1",0.016949153,NA,NA,"59","30",0.508474576,NA,NA,"59","29",0.491525424,NA,NA,"59","42",0.711864407,0.711611216,1,0,5499,"","AGAB0205520356"
