,Country,ISO3,ISO2,ADMIN2_NAME,ADMIN2_CODE,Longitude,Latitude,Year,HK_examined,HK_positive,HK_prevalence,Asc_examined,Asc_positive,Asc_prevalence,TT_examined,TT_positive,TT_prevalence,STH_examined,STH_positive,STH_prevalence,Cum_Prevalence
1088,Eritrea,ERI,ER,Adobha,17477,38.25896082,17.12591211,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1089,Eritrea,ERI,ER,Tesseney,17469,36.67697099,15.11144701,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1090,Eritrea,ERI,ER,Makelay Keyhi Bahri,17455,41.63333,13.6,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1091,Eritrea,ERI,ER,Makelay Keyhi Bahri,17455,41.5159609,13.56720965,2015,49,0,0,49,0,0,49,0,0,49,0,0,0
1092,Eritrea,ERI,ER,Dighe,17458,37.50049475,15.90367805,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1093,Eritrea,ERI,ER,Barentu,17457,37.59067,15.1074513,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1094,Eritrea,ERI,ER,Assab,17453,42.73944,13.0139405,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1095,Eritrea,ERI,ER,Assab,17453,42.64143235,13.06091366,2015,46,0,0,46,0,0,46,0,0,46,0,0,0
1096,Eritrea,ERI,ER,Massawa,17484,39.44020346,15.62373867,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1097,Eritrea,ERI,ER,Tesseney,17469,36.57671643,15.15328984,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1098,Eritrea,ERI,ER,Ghindae,17482,39.13208803,15.47750695,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1099,Eritrea,ERI,ER,Tesseney,17469,36.87321137,15.15628113,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1100,Eritrea,ERI,ER,Shambuko,17468,37.8442574,15.0427316,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1101,Eritrea,ERI,ER,Barentu,17457,37.63494928,15.11729951,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1102,Eritrea,ERI,ER,Mogolo,17466,37.60359093,15.25864898,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1103,Eritrea,ERI,ER,Mogolo,17466,37.64761024,15.31853384,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1104,Eritrea,ERI,ER,Ghelaelo,17481,39.09021393,15.44590432,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1105,Eritrea,ERI,ER,Haycota,17462,37.5783818,15.20040223,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1106,Eritrea,ERI,ER,Agordat,17456,37.94779259,15.55210766,2015,56,0,0,56,0,0,56,3,0.053571429,56,3,0.053571429,0.053571429
1107,Eritrea,ERI,ER,Agordat,17456,37.88291,15.54798,2015,49,0,0,49,0,0,49,4,0.081632653,49,4,0.081632653,0.081632653
1108,Eritrea,ERI,ER,Haycota,17462,37.07055408,15.22210506,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1109,Eritrea,ERI,ER,Shambuko,17468,37.88677674,15.09722604,2015,54,0,0,54,0,0,54,0,0,54,0,0,0
1110,Eritrea,ERI,ER,Agordat,17456,37.93628468,15.54108005,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1111,Eritrea,ERI,ER,Gogne,17460,37.39888404,15.17686228,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1112,Eritrea,ERI,ER,Agordat,17456,37.88291,15.54798,2015,41,0,0,41,0,0,41,0,0,41,0,0,0
1113,Eritrea,ERI,ER,Gogne,17460,37.39412416,15.09872595,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1114,Eritrea,ERI,ER,Adi-Quala,17441,38.88636017,14.62156175,2015,50,0,0,50,0,0,50,0,0,NA,NA,0,0
1115,Eritrea,ERI,ER,Haycota,17462,36.89308156,15.29648165,2015,17,0,0,17,0,0,17,0,0,17,0,0,0
1116,Eritrea,ERI,ER,Makelay Keyhi Bahri,17455,41.55248453,13.81044836,2015,44,0,0,44,0,0,44,0,0,44,0,0,0
1117,Eritrea,ERI,ER,Laelay Gash,17463,37.455519,14.67684648,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1118,Eritrea,ERI,ER,Agordat,17456,37.88291,15.5406754,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1119,Eritrea,ERI,ER,Gogne,17460,37.44494337,15.13820917,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1120,Eritrea,ERI,ER,Debub-Denkalia,17454,42.3766236,13.2349168,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1121,Eritrea,ERI,ER,Adi-Quala,17441,38.90347419,14.66023969,2015,50,0,0,50,0,0,50,0,0,NA,NA,0,0
1122,Eritrea,ERI,ER,Barentu,17457,37.7548663,15.14597645,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1123,Eritrea,ERI,ER,Ghelaelo,17481,39.84437723,14.83068446,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1124,Eritrea,ERI,ER,Ghelaelo,17481,39.85095731,15.45125472,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1125,Eritrea,ERI,ER,Haycota,17462,37.06986013,15.2980773,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1126,Eritrea,ERI,ER,Guluj,17461,36.77195367,14.90831011,2015,56,0,0,56,1,0.017857143,56,0,0,56,1,0.017857143,0.017857143
1127,Eritrea,ERI,ER,Shieb,17486,39.05076925,15.77591091,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1128,Eritrea,ERI,ER,Ghindae,17482,39.04882928,15.69526444,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1129,Eritrea,ERI,ER,Tesseney,17469,36.57523649,15.11271656,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1130,Eritrea,ERI,ER,Agordat,17456,37.88291,15.5406754,2015,20,0,0,20,0,0,20,0,0,20,0,0,0
1131,Eritrea,ERI,ER,Shambuko,17468,37.91080092,15.04306048,2015,23,0,0,23,0,0,23,0,0,23,0,0,0
1132,Eritrea,ERI,ER,Dahlak,17479,39.63254067,15.92566281,2015,45,0,0,45,0,0,45,0,0,45,0,0,0
1133,Eritrea,ERI,ER,Mogolo,17466,37.64761024,15.31853384,2015,32,0,0,32,0,0,32,0,0,32,0,0,0
1134,Eritrea,ERI,ER,Ghindae,17482,39.13208807,15.47750694,2015,44,1,0.022727273,44,0,0,44,0,0,44,1,0.022727273,0.022727273
1135,Eritrea,ERI,ER,Mensura,17465,38.51228728,15.43861378,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1136,Eritrea,ERI,ER,Tesseney,17469,36.51048783,15.17247826,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1137,Eritrea,ERI,ER,Laelay Gash,17463,38.67811479,15.53832183,2015,59,0,0,59,0,0,59,0,0,59,0,0,0
1138,Eritrea,ERI,ER,Makelay Keyhi Bahri,17455,41.68795852,13.92823944,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1139,Eritrea,ERI,ER,Areta,17452,41.10738354,14.51234823,2015,36,0,0,36,0,0,36,0,0,36,0,0,0
1140,Eritrea,ERI,ER,Massawa,17484,39.47453295,15.61026758,2015,50,1,0.02,50,0,0,50,0,0,50,1,0.02,0.02
1141,Eritrea,ERI,ER,Nakfa,17485,38.48302749,16.66458139,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1142,Eritrea,ERI,ER,Nakfa,17485,38.48566745,16.66868172,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1143,Eritrea,ERI,ER,Laelay Gash,17463,37.24050659,14.8886488,2015,53,0,0,53,0,0,53,0,0,53,0,0,0
1144,Eritrea,ERI,ER,Logo Anseba,17464,38.71135762,15.46696891,2015,48,0,0,48,0,0,48,3,0.0625,48,3,0.0625,0.0625
1145,Eritrea,ERI,ER,Makelay Keyhi Bahri,17455,41.55196049,13.76222581,2015,53,0,0,53,0,0,53,0,0,53,0,0,0
1146,Eritrea,ERI,ER,Mulki,17467,38.3518036,14.88898888,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1147,Eritrea,ERI,ER,Tesseney,17469,36.57454791,15.17317719,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1148,Eritrea,ERI,ER,Haycota,17462,37.08033882,15.1967037,2015,43,0,0,43,0,0,43,0,0,43,0,0,0
1149,Eritrea,ERI,ER,Logo Anseba,17464,38.68701749,15.3648647,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1150,Eritrea,ERI,ER,Barentu,17457,37.6443475,15.12424476,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1151,Eritrea,ERI,ER,Forto,17459,37.40147237,15.59209092,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1152,Eritrea,ERI,ER,Logo Anseba,17464,38.73076192,15.41889793,2015,51,0,0,51,0,0,51,0,0,51,0,0,0
1153,Eritrea,ERI,ER,Logo Anseba,17464,38.71198085,15.53836864,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1154,Eritrea,ERI,ER,Shambuko,17468,37.92019629,14.94481367,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1155,Eritrea,ERI,ER,Mensura,17465,38.51195656,15.57946514,2015,50,0,0,50,0,0,50,3,0.06,50,3,0.06,0.06
1156,Eritrea,ERI,ER,Forto,17459,36.67938452,15.61749733,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1157,Eritrea,ERI,ER,Mensura,17465,38.42846856,15.28849166,2015,47,0,0,47,0,0,47,0,0,47,0,0,0
1158,Eritrea,ERI,ER,Shambuko,17468,37.75299881,14.96333512,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1159,Eritrea,ERI,ER,Gogne,17460,37.39888404,15.17686228,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1160,Eritrea,ERI,ER,Tesseney,17469,36.67682927,15.12446055,2015,58,0,0,58,0,0,58,0,0,58,0,0,0
1161,Eritrea,ERI,ER,Foro,17480,39.6141008,15.27157028,2015,49,0,0,49,0,0,49,0,0,49,0,0,0
1162,Eritrea,ERI,ER,Areta,17452,40.94618,14.65347,2015,41,0,0,41,0,0,41,0,0,41,0,0,0
1163,Eritrea,ERI,ER,Assab,17453,42.73944,13.0139405,2015,57,0,0,57,0,0,57,0,0,57,0,0,0
1164,Eritrea,ERI,ER,Ghelaelo,17481,40.05472,15.2027778,2015,33,0,0,33,0,0,33,0,0,33,0,0,0
1165,Eritrea,ERI,ER,Dighe,17458,37.72188809,15.57915574,2015,31,0,0,31,0,0,31,0,0,31,0,0,0
1166,Eritrea,ERI,ER,Agordat,17456,37.88291,15.5406754,2015,59,0,0,59,0,0,59,0,0,59,0,0,0
1167,Eritrea,ERI,ER,Dighe,17458,37.30578033,15.75372879,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1168,Eritrea,ERI,ER,Massawa,17484,39.41657383,15.71969637,2015,51,0,0,51,0,0,51,0,0,51,0,0,0
1169,Eritrea,ERI,ER,Mensura,17465,38.26028,15.47972,2015,50,0,0,50,0,0,50,1,0.02,50,1,0.02,0.02
1170,Eritrea,ERI,ER,Shambuko,17468,37.91942924,15.09738426,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1171,Eritrea,ERI,ER,Massawa,17484,39.45259326,15.53662167,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1172,Eritrea,ERI,ER,Ghindae,17482,39.06418904,15.33011507,2015,55,1,0.018181818,55,0,0,55,0,0,55,1,0.018181818,0.018181818
1173,Eritrea,ERI,ER,Afabet,17478,38.60125435,16.07097373,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1174,Eritrea,ERI,ER,Foro,17480,39.75037871,15.07120403,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1175,Eritrea,ERI,ER,Guluj,17461,36.72377452,14.7524574,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1176,Eritrea,ERI,ER,Guluj,17461,36.86605202,15.22025546,2015,57,0,0,57,0,0,57,0,0,57,0,0,0
1177,Eritrea,ERI,ER,Mulki,17467,38.23965694,14.92130039,2015,56,0,0,56,0,0,56,1,0.017857143,56,1,0.017857143,0.017857143
1178,Eritrea,ERI,ER,Dahlak,17479,39.95127592,15.76056824,2015,40,0,0,40,0,0,40,0,0,40,0,0,0
1179,Eritrea,ERI,ER,Dighe,17458,37.30681517,15.62835862,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1180,Eritrea,ERI,ER,Laelay Gash,17463,37.58183948,14.67416684,2015,51,0,0,51,0,0,51,0,0,51,0,0,0
1181,Eritrea,ERI,ER,Karora,17483,38.46241764,17.40254901,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1182,Eritrea,ERI,ER,Guluj,17461,36.72864446,14.73256578,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1183,Eritrea,ERI,ER,Mogolo,17466,38.2369287,15.21838804,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1184,Eritrea,ERI,ER,Tesseney,17469,36.64886301,15.12417122,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1185,Eritrea,ERI,ER,Nakfa,17485,38.38477896,16.47428638,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1186,Eritrea,ERI,ER,Logo Anseba,17464,38.73069987,15.46699327,2015,49,0,0,49,1,0.020408163,49,0,0,49,1,0.020408163,0.020408163
1187,Eritrea,ERI,ER,Karora,17483,38.55106881,17.38793688,2015,57,0,0,57,0,0,57,0,0,57,0,0,0
1188,Eritrea,ERI,ER,Gogne,17460,37.44494337,15.13820917,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1189,Eritrea,ERI,ER,Karora,17483,39.42164374,15.62838905,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1190,Eritrea,ERI,ER,Adi-Quala,17441,38.80683036,14.57579161,2015,50,0,0,50,0,0,50,0,0,NA,NA,0,0
1191,Eritrea,ERI,ER,Ghindae,17482,39.08791869,15.56446394,2015,56,1,0.017857143,56,0,0,56,0,0,56,1,0.017857143,0.017857143
1192,Eritrea,ERI,ER,Foro,17480,39.55369171,15.27944093,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1193,Eritrea,ERI,ER,Afabet,17478,38.68666373,16.19133331,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1194,Eritrea,ERI,ER,Mulki,17467,38.31710403,14.81031049,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1195,Eritrea,ERI,ER,Mensura,17465,38.23977136,15.36378769,2015,48,0,0,48,0,0,48,0,0,48,0,0,0
1196,Eritrea,ERI,ER,Mulki,17467,38.11595174,15.72917288,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1197,Eritrea,ERI,ER,Mulki,17467,38.23673003,15.72962885,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1198,Eritrea,ERI,ER,Gogne,17460,37.35502457,15.41820174,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1199,Eritrea,ERI,ER,Nakfa,17485,38.476843,16.665585,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1200,Eritrea,ERI,ER,Afabet,17478,38.7004712,16.1965873,2015,54,0,0,54,0,0,54,0,0,54,0,0,0
1201,Eritrea,ERI,ER,Barentu,17457,37.63535427,15.11730207,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1202,Eritrea,ERI,ER,Ghindae,17482,39.07909883,15.64699057,2015,49,0,0,49,0,0,49,0,0,49,0,0,0
1203,Eritrea,ERI,ER,Karora,17483,38.37484674,17.67096173,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1204,Eritrea,ERI,ER,Adi-Quala,17441,38.83568231,14.62708644,2015,50,0,0,50,0,0,50,0,0,NA,NA,0,0
1205,Eritrea,ERI,ER,Shieb,17486,39.05507919,15.84268624,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1206,Eritrea,ERI,ER,Massawa,17484,38.34154955,16.60967704,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1207,Eritrea,ERI,ER,Tesseney,17469,36.6589167,15.0878842,2015,51,0,0,51,0,0,51,0,0,51,0,0,0
1208,Eritrea,ERI,ER,Ghindae,17482,39.08861,15.44917,2015,56,1,0.017857143,56,0,0,56,0,0,56,1,0.017857143,0.017857143
1209,Eritrea,ERI,ER,Barentu,17457,37.70520909,15.12596386,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1210,Eritrea,ERI,ER,Barentu,17457,37.59067,15.1074513,2015,35,0,0,35,0,0,35,0,0,35,0,0,0
1211,Eritrea,ERI,ER,Laelay Gash,17463,37.46375355,14.89025391,2015,52,0,0,52,0,0,52,0,0,52,0,0,0
1212,Eritrea,ERI,ER,Ghindae,17482,39.09463859,15.45040477,2015,54,2,0.037037037,54,0,0,54,0,0,54,2,0.037037037,0.037037037
1213,Eritrea,ERI,ER,Afabet,17478,38.71129957,16.19550593,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1214,Eritrea,ERI,ER,Barentu,17457,37.63698942,15.11198673,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1215,Eritrea,ERI,ER,Dahlak,17479,40.1186934,15.67165235,2015,27,0,0,27,0,0,27,0,0,27,0,0,0
1216,Eritrea,ERI,ER,Tesseney,17469,36.51096744,15.13147803,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1217,Eritrea,ERI,ER,Karora,17483,38.61403876,17.37764097,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1218,Eritrea,ERI,ER,Shambuko,17468,37.91125642,14.95304434,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1219,Eritrea,ERI,ER,Ghindae,17482,38.72795344,17.18532055,2015,44,0,0,44,0,0,44,0,0,44,0,0,0
1220,Eritrea,ERI,ER,Shambuko,17468,37.73839539,14.931171,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1221,Eritrea,ERI,ER,Agordat,17456,37.88291,15.5406754,2015,43,0,0,43,0,0,43,0,0,43,0,0,0
1222,Eritrea,ERI,ER,Shieb,17486,39.01956795,15.86414437,2015,50,1,0.02,50,0,0,50,0,0,50,1,0.02,0.02
1223,Eritrea,ERI,ER,Shieb,17486,40.1186934,15.67165235,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1224,Eritrea,ERI,ER,Nakfa,17485,38.48301505,16.66921393,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1225,Eritrea,ERI,ER,Shieb,17486,40.1186934,15.67165235,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1226,Eritrea,ERI,ER,Logo Anseba,17464,38.71145431,15.39699045,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1227,Eritrea,ERI,ER,Barentu,17457,37.7548663,15.14597645,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1228,Eritrea,ERI,ER,Ghindae,17482,39.15369771,15.5254008,2015,36,0,0,36,0,0,36,0,0,36,0,0,0
1229,Eritrea,ERI,ER,Gogne,17460,37.40330388,15.35335653,2015,56,0,0,56,0,0,56,1,0.017857143,56,1,0.017857143,0.017857143
1230,Eritrea,ERI,ER,Forto,17459,36.96619026,15.58849521,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1231,Eritrea,ERI,ER,Logo Anseba,17464,38.7121461,15.41887458,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1232,Eritrea,ERI,ER,Dighe,17458,37.72078444,15.75656141,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1233,Eritrea,ERI,ER,Forto,17459,36.90007116,15.71650542,2015,16,0,0,16,0,0,16,0,0,16,0,0,0
1234,Eritrea,ERI,ER,Guluj,17461,36.77195367,14.90831011,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1235,Eritrea,ERI,ER,Areta,17452,40.9594327,14.688479,2015,49,0,0,49,0,0,49,0,0,49,0,0,0
1236,Eritrea,ERI,ER,Foro,17480,39.62195068,15.26123945,2015,50,0,0,50,0,0,50,0,0,50,0,0,0
1237,Eritrea,ERI,ER,Debub-Denkalia,17454,41.86667,13.18333,2015,57,0,0,57,0,0,57,0,0,57,0,0,0
1238,Eritrea,ERI,ER,Assab,17453,42.73594123,13.01316233,2015,47,0,0,47,0,0,47,0,0,47,0,0,0
1239,Eritrea,ERI,ER,Agordat,17456,37.91803663,15.5493784,2015,55,0,0,55,0,0,55,0,0,55,0,0,0
1240,Eritrea,ERI,ER,Assab,17453,42.64803059,13.03086427,2015,56,0,0,56,0,0,56,0,0,56,0,0,0
1241,Ethiopia,ETH,ET,Oromiya,3177,42.3298717,9.2219852,2012,644,2,0.00310559,0,0,0,644,1,0.001552795,NA,NA,0,0.004390154
1242,Ethiopia,ETH,ET,Oromiya,NA,39.82754,10.73867,2012,644,2,0.00310559,0,0,0,644,1,0.001552795,644,3,0.004658385,0.004390154
1243,Ethiopia,ETH,ET,Gasotouboua Gofa,NA,37.566667,6.25,2012,100,1,0.01,100,53,0.53,100,5,0.05,0,0,0,0.526382075
1244,Ethiopia,ETH,ET,Gamo Gofa,3148,38.2058155,6.1620447,2012,100,1,0.01,100,53,0.53,100,5,0.05,NA,NA,0,0.526382075
1245,Ethiopia,ETH,ET,Gasotouboua Gofa,NA,37.566667,6.25,2012,120,1,0.008333333,120,68,0.566666667,120,19,0.158333333,0,0,0,0.602185971
1246,Ethiopia,ETH,ET,N. Gonder,3171,37.29453,12.238523,2012,261,13,0.049808429,261,104,0.398467433,261,16,0.061302682,261,232,0.888888889,0.437233652
1247,Ethiopia,ETH,ET,Gasotouboua Gofa,NA,37.566667,6.25,2012,100,7,0.07,100,63,0.63,100,12,0.12,0,0,0,0.657728302
1248,Ethiopia,ETH,ET,Gasotouboua Gofa,NA,37.566667,6.25,2012,80,0,0,80,58,0.725,80,12,0.15,0,0,0,0.722877358
1249,Gabon,GAB,GA,Medouneu,20375,10.76233,1.00371,2015,32,0,0,32,24,0.75,32,28,0.875,32,30,0.9375,0.913915094
1250,Gabon,GAB,GA,Medouneu,20375,10.789353,0.994383,2015,97,0,0,97,43,0.443298969,97,60,0.618556701,97,66,0.680412371,0.743066153
1251,Gabon,GAB,GA,Minvoul,20376,12.13923,2.15187,2015,75,2,0.026666667,74,33,0.445945946,74,45,0.608108108,75,55,0.733333333,0.744019644
1252,Gabon,GAB,GA,Minvoul,20376,12.14867,2.13607,2015,45,0,0,45,23,0.511111111,45,30,0.666666667,45,32,0.711111111,0.789657582
1253,Gabon,GAB,GA,Minvoul,20376,12.13128,2.14739,2015,68,0,0,68,18,0.264705882,68,29,0.426470588,68,30,0.441176471,0.54555396
1254,Gabon,GAB,GA,Bakoumba,20337,13.01148,-1.82638,2015,46,0,0,46,13,0.282608696,46,5,0.108695652,46,15,0.326086957,0.340175482
1255,Gabon,GAB,GA,Bakoumba,20337,13.01148,-1.82638,2015,49,0,0,49,13,0.265306122,49,5,0.102040816,NA,NA,0,0.321014043
1256,Gabon,GAB,GA,Bayi-Brikolo,20335,14.1378899,-0.6544913,2015,77,8,0.103896104,77,32,0.415584416,77,14,0.181818182,77,41,0.532467532,0.539170348
1257,Gabon,GAB,GA,Onga,20345,14.22667,-0.89904,2015,20,2,0.1,20,9,0.45,20,2,0.1,20,9,0.45,0.523113208
1258,Gabon,GAB,GA,Bakoumba,20337,13.00254,-1.82203,2015,87,2,0.022988506,87,24,0.275862069,87,18,0.206896552,87,36,0.413793103,0.414043758
1259,Gabon,GAB,GA,Bakoumba,20337,13.00254,-1.82203,2015,96,2,0.020833333,96,24,0.25,96,18,0.1875,NA,NA,0,0.380490861
1260,Gabon,GAB,GA,Bakoumba,20337,13.0434,-1.77194,2015,34,0,0,23,7,0.304347826,34,11,0.323529412,34,15,0.441176471,0.499445061
1261,Gabon,GAB,GA,Bakoumba,20337,13.0434,-1.77194,2015,35,0,0,35,7,0.2,35,11,0.314285714,NA,NA,0,0.425876011
1262,Gabon,GAB,GA,Boumango,20339,13.61464,-2.22473,2015,99,1,0.01010101,99,32,0.323232323,99,26,0.262626263,99,43,0.434343434,0.477367927
1263,Gabon,GAB,GA,Boumango,20339,13.61464,-2.22473,2015,100,1,0.01,100,32,0.32,100,26,0.26,NA,NA,0,0.473426415
1264,Gabon,GAB,GA,Bongoville,20338,13.91634,-1.36617,2015,20,0,0,20,10,0.5,20,1,0.05,20,10,0.5,0.495283019
1265,Gabon,GAB,GA,Akieni,20336,13.89741,-1.21274,2015,46,42,0.913043478,46,36,0.782608696,46,42,0.913043478,46,46,1,0.941845481
1266,Gabon,GAB,GA,Bongoville,20338,13.76829,-1.60292,2015,16,0,0,16,3,0.1875,16,2,0.125,16,4,0.25,0.272700472
1267,Gabon,GAB,GA,Franceville,20340,13.61026,-1.65243,2015,50,0,0,50,10,0.2,50,12,0.24,50,16,0.32,0.369811321
1268,Gabon,GAB,GA,Moanda-Mounana,20342,13.19577,-1.48984,2015,8,1,0.125,8,7,0.875,8,7,0.875,NA,NA,0,0.930498231
1269,Gabon,GAB,GA,Onga,20345,14.34993,-0.84984,2015,52,4,0.076923077,52,15,0.288461538,52,10,0.192307692,52,24,0.461538462,0.442928178
1270,Gabon,GAB,GA,Onga,20345,14.34993,-0.84984,2015,53,4,0.075471698,53,15,0.283018868,53,10,0.188679245,NA,NA,0,0.436038056
1271,Gabon,GAB,GA,Medouneu,20375,10.68559,0.96235,2015,24,0,0,24,13,0.541666667,24,22,0.916666667,24,22,0.916666667,0.907363732
1272,Gabon,GAB,GA,Akieni,20336,13.933333,-1.133333,2015,59,0,0,59,30,0.508474576,59,10,0.169491525,59,33,0.559322034,0.558286764
1273,Gabon,GAB,GA,Akieni,20336,13.933333,-1.133333,2015,64,0,0,64,30,0.46875,64,10,0.15625,NA,NA,0,0.520526238
1274,Gabon,GAB,GA,Akieni,20336,13.8714,-1.9495,2015,38,5,0.131578947,38,8,0.210526316,38,4,0.105263158,38,11,0.289473684,0.364690931
1275,Gabon,GAB,GA,Akieni,20336,13.8714,-1.9495,2015,44,5,0.113636364,44,8,0.181818182,44,4,0.090909091,NA,NA,0,0.321435153
1276,Gabon,GAB,GA,Ngouoni,20343,13.77499,-1.3398,2015,36,1,0.027777778,36,11,0.305555556,36,6,0.166666667,NA,NA,0,0.412614528
1277,Gabon,GAB,GA,Onga,20345,14.2701195,-0.8580762,2015,124,2,0.016129032,124,62,0.5,124,22,0.177419355,124,67,0.540322581,0.56164471
1278,Gabon,GAB,GA,Onga,20345,14.2701195,-0.8580762,2015,126,2,0.015873016,126,62,0.492063492,126,22,0.174603175,NA,NA,0,0.554156196
1279,Gabon,GAB,GA,Onga,20345,14.2192475,-0.9033641,2015,15,0,0,15,12,0.8,15,0,0,15,12,0.8,0.8
1280,Gabon,GAB,GA,Onga,20345,14.2192475,-0.9033641,2015,17,0,0,17,12,0.705882353,17,0,0,NA,NA,0,0.705882353
1281,Gabon,GAB,GA,Akieni,20336,13.82051,-1.02092,2015,36,2,0.055555556,36,21,0.583333333,36,5,0.138888889,36,23,0.638888889,0.623713992
1282,Gabon,GAB,GA,Akieni,20336,13.82051,-1.02092,2015,38,2,0.052631579,38,21,0.552631579,38,5,0.131578947,NA,NA,0,0.596173049
1283,Gabon,GAB,GA,Ngouoni,20343,13.77483,-1.55986,2015,36,0,0,36,4,0.111111111,36,1,0.027777778,NA,NA,0,0.128115537
1284,Gabon,GAB,GA,Ngouoni,20343,13.7129887,-1.4222993,2015,26,2,0.076923077,26,10,0.384615385,26,0,0,NA,NA,0,0.407502512
1285,Gabon,GAB,GA,Okondja,20344,13.8332,-0.7755,2015,28,3,0.107142857,28,7,0.25,28,5,0.178571429,NA,NA,0,0.424468136
